Id,SalePrice
2658,155799.7229312971
2718,160560.45382412276
2414,201908.4809345458
1989,107848.39472433954
625,188017.85877219634
333,82085.14618067586
1327,103858.3460385294
858,144641.82873880296
95,186396.15447442108
1568,173825.65041912097
2482,143037.90601577648
1364,114109.96951874983
2584,146309.74651333684
818,257789.476506155
2673,168670.5495054812
2089,124415.32673030879
1297,156985.6184752258
790,115207.13128972995
2616,207595.6113106751
720,186778.3036536544
222,152469.968280293
557,120545.60982878515
1148,188986.11608321246
2766,166300.52309676673
534,181134.51242203815
1452,103993.06278792942
630,110790.73231132785
2648,125474.42982192438
125,150319.64960567464
1904,52412.95591468233
1670,109518.35599195151
756,95429.72336660295
717,229086.55390048493
1032,156827.6578684545
852,212965.98587462952
1731,177091.05801277468
2639,113213.6223841249
2071,74457.79575557564
1267,119830.1932754562
1851,209054.59174749872
567,151035.98725120627
2439,206372.28327127316
1898,148852.58410391238
647,178409.19381085396
2256,211988.86292329774
979,93967.03739957296
1444,216982.9540242143
2485,101995.89514037731
157,129587.46921253295
88,124497.7311147812
2003,112388.76587473604
186,207442.50526634394
1425,229962.66461744244
2695,129424.37003891019
738,87526.09939095669
395,163549.53244040965
1353,162143.23960630558
1878,136035.01647688035
390,146660.24342270943
1456,233564.99664672493
1103,338767.6735466186
1387,130787.70846310539
2070,158556.97664767053
1199,157620.04986529963
2479,178920.2339960822
501,342909.20394812746
2362,86419.94514097992
1718,227827.925404632
2188,68249.40192010743
1483,133011.34334155725
2557,73656.26427023369
437,357005.4738626485
2224,240674.49572137388
1628,177086.9986751028
397,136892.20153278016
587,192392.87133153775
971,125646.44175878094
2611,145503.14519359756
1887,93761.85704111015
2399,373865.6431055517
2148,204499.6046470523
304,125113.02502023535
1997,133460.91011809986
2817,105961.78811410227
1431,186160.88862976932
427,350156.87923197274
263,106606.68411164853
598,170982.63703016797
2895,232349.646255126
687,145172.16924051143
1822,129023.34835262061
2191,100539.59277402247
179,105760.84458039055
1009,242042.30527042138
2010,121484.37387248539
1991,140514.98176518027
1411,211814.93543923716
1721,228819.94542229807
1144,195813.8372767052
593,215609.37047465338
575,307689.8118857448
