Id,SalePrice
2658,138756.83048753778
2718,156094.960628929
2414,218033.18332289805
1989,101362.74357184651
625,175797.3170627973
333,79410.01233470436
1327,106609.02386388798
858,159232.72788636418
95,173833.36239186773
1568,167808.86647121233
2482,142034.54893182573
1364,120272.45304585497
2584,138972.88757353424
818,259756.29378752736
2673,157063.3485175523
2089,128445.18736605375
1297,143563.81721725655
790,120327.32248367695
2616,187640.59509457837
720,185985.1233064558
222,146699.56510147426
557,131562.35838739146
1148,185746.96060962667
2766,149542.76591979293
534,175895.22939398166
1452,119952.77801810214
630,115604.5391607662
2648,115616.92440720295
125,163678.89605507694
1904,49225.095241628456
1670,105322.4002252577
756,92379.23834000874
717,208064.1164908562
1032,153832.08146724905
852,208269.71479420108
1731,192073.94714599318
2639,106360.09578369636
2071,84760.26735646391
1267,127017.9346054093
1851,204239.69495249883
567,167389.30649063873
2439,203680.38542812425
1898,150987.24771321865
647,162164.93281137274
2256,217122.08550301282
979,91190.608364629
1444,207769.76007103233
2485,113524.91642576852
157,123096.73688853643
88,123325.59227252443
2003,101300.9191667485
186,203099.14495202617
1425,227331.14797812502
2695,127874.42151563056
738,100310.9081161255
395,150190.71144042138
1353,165315.33357165463
1878,133425.1813936986
390,145418.5483425783
1456,226162.07044472668
1103,337194.11709283665
1387,144299.87981699183
2070,146742.29346857173
1199,163031.35413778058
2479,172832.23261942458
501,352306.1233575468
2362,80053.0174026081
1718,217715.57994844095
2188,79710.82701379576
1483,146349.79951484047
2557,78876.72545957207
437,351436.3464574841
2224,213558.07123716548
1628,156431.90178429178
397,133814.53824070637
587,194921.35633323432
971,144431.12667713276
2611,133337.66822453417
1887,101544.20987260321
2399,379674.5054643401
2148,189710.7519470132
304,132409.02022725195
1997,121661.28308282887
2817,96541.29732498445
1431,215533.85712545982
427,345048.9790723431
263,121354.91899577153
598,182800.42612221168
2895,225775.0728860825
687,132963.8486436819
1822,132100.36606867716
2191,101787.06663715641
179,105927.34406357378
1009,228044.79875116638
2010,121755.5610325583
