Id,SalePrice
2658,138927.4199081403
2718,156941.86933274113
2414,218700.58674527088
1989,101604.45854281829
625,175966.84494352315
333,78597.05301955336
1327,105414.30648410354
858,157912.26981837957
95,173925.07662306368
1568,167544.06190631475
2482,144175.71812441238
1364,119869.26816877023
2584,140659.3183825345
818,260345.24142974487
2673,160159.90348191521
2089,128476.72767066586
1297,143501.37057371734
790,119877.86181486596
2616,187165.52845850078
720,188115.81781589822
222,146520.18018845833
557,131128.2050273334
1148,186269.71166020056
2766,153291.12664725745
534,176799.37820923448
1452,119078.98237646764
630,115675.24233458006
2648,116991.65939356394
125,163309.6925914694
1904,48030.35870887662
1670,104603.99467558201
756,90998.75862768445
717,211080.31556284754
1032,154460.6788145434
852,208880.9832659437
1731,191447.93642313103
2639,107715.18780817214
2071,84943.01178582295
1267,125172.96465190462
1851,204691.09439584846
567,166917.58969617393
2439,204431.83737245802
1898,150815.6005010836
647,163665.72717025282
2256,219179.6223000594
979,90879.40361555485
1444,208079.8453351948
2485,112677.93516241772
157,122690.43811113691
88,122912.02223682828
2003,102152.78096657392
186,202830.12448943226
1425,228354.48919683287
2695,127136.1692909466
738,100208.35240442294
395,150130.22594449736
1353,166452.30515388024
1878,133224.80228121622
390,145376.50058790573
1456,226582.45384988043
1103,336064.9991307656
1387,143536.8713500333
2070,147959.24574978562
1199,163188.11093751024
2479,173266.3756091248
501,349165.45549601526
2362,79543.28029155743
1718,218061.7469862657
2188,78026.23676798184
1483,147708.34366946877
2557,78111.20470264961
437,350743.2336099208
2224,212552.5148825021
1628,156327.37730410096
397,133143.07718171214
587,195399.4170868643
971,143925.38028140742
2611,134652.63571013624
1887,101064.64470522653
2399,378766.5128300342
2148,190284.17979647015
304,133699.6875915869
1997,123078.0169877049
2817,96510.82265174366
1431,216360.34662556555
427,344692.2993719344
263,120337.75600631483
598,182994.2035272998
2895,228523.98659049196
687,133723.89014905746
1822,132055.75900085235
2191,99779.3522689252
179,106531.68644393547
1009,226788.1324272055
2010,120810.93934456515
1991,130591.08792887167
1411,217633.7429942383
1721,225296.66455755188
1144,191678.34961135086
593,213425.20520687083
575,321095.48011919693
1249,175159.9440047309
1604,112427.61153250412
1064,495875.0508070921
1923,157976.54176733526
1988,114425.37355767019
2325,161529.32609381652
114,192743.3159286455
2700,182058.13230000666
217,131087.668456789
343,176445.95332337025
386,225389.35032239274
2005,118308.03699351377
2908,147144.4385565485
1814,234379.4604734476
2446,495346.9668411753
208,138758.56799584537
1679,103701.2007829454
822,313557.68908351084
6,186549.85512339498
1781,400675.06764379283
2397,320257.3549049797
2340,326767.6247055092
1618,175020.4012510461
2843,154934.85537824492
1061,364911.06933224516
2786,112934.2898317709
1935,136440.35579804803
1341,104320.58970199016
521,251457.21293431352
2136,126382.24354369845
996,208485.7669875446
227,137012.33772445447
135,185810.49774940714
1167,162187.06392100788
294,235179.039643482
1776,224721.5348554662
540,174361.10942354915
1717,232776.18217764617
2303,127715.39598537312
116,174788.7305890808
127,147456.3293105627
1371,131248.64071944007
1014,156526.23043928496
1507,102292.87907149631
702,139585.7786090755
750,150852.67892280352
261,141394.73920774442
1559,47726.09132730366
577,217130.41645793928
2812,193747.09363839697
2080,163967.48793834547
1368,112989.88748056121
2376,110624.98038408435
659,111686.61650372852
1235,140145.98641830843
332,67201.34279400573
1917,142652.33114087567
2094,237644.09923982996
1460,267726.204272414
1471,229318.41959113552
1509,115804.08869273859
1922,130128.93617769942
433,477986.76780209324
460,257531.09609560177
1116,234697.90244626015
1137,173925.59997179854
53,161582.41020011806
2354,289535.0221789308
1475,195491.01199455792
1761,497979.47759632726
842,135029.85370907528
2739,196621.73968264167
2509,145836.10347860196
1007,198149.3265139026
2610,183548.64692588768
1952,73934.54538613174
2719,150545.60836573897
2921,72534.32568407754
1966,145520.873504854
292,115142.44044631603
1204,183686.69406179723
1829,268419.19561690814
2419,202923.57212588403
391,138854.48268840424
798,102854.73419366774
481,197891.24405926402
193,211145.62879935393
555,120299.62709967568
899,41656.582697868784
2357,178452.54804606768
328,136640.8915571255
1356,106168.20708182691
1154,105460.46556250329
1730,197014.9775697526
2249,158979.34119936096
1119,295085.0451837473
2856,153997.32505554458
1394,133352.5963921626
2587,108203.7564179144
61,317031.26014007087
2661,165748.99970456303
2711,129426.82831327769
1147,176463.99335778822
757,130526.78667528038
2623,115104.4699772714
2378,128614.43142262357
1413,144724.01131366708
1722,211506.67221549287
1112,230341.71376814193
1623,192636.10223219573
1201,195680.21357384225
1513,113049.29308571633
957,441544.7774274565
1171,240997.15405585736
1145,195193.71895538352
2726,236987.82511327465
703,140990.23691527193
760,110359.9659112495
1964,147091.71880348222
2512,174691.53858451833
159,131962.783643419
1281,161258.08075611043
468,199378.71099617673
290,119146.07646899989
665,106615.00900343606
1463,243969.77600499016
1792,220984.1821367302
923,174222.17017330584
500,285656.20198430924
1408,192234.06844266818
331,81115.3724003387
170,137389.15281654513
2192,86223.37996748197
2571,300663.4126353316
2314,164208.7317632976
2647,96345.16663108344
422,432302.61428226536
2457,368001.35152341577
1838,194137.38658934174
2805,261645.16543048952
1645,155040.04721431172
1711,308193.99299466296
2825,252938.95984565438
322,314644.58544756507
2103,256283.7862531193
342,113268.15623013167
600,130086.9292690835
488,169659.00341172004
1725,304443.7178886033
2246,330507.8179791054
2847,143322.8744172269
806,228985.9633509706
530,238705.4981838621
963,187637.86549740593
2678,98969.23031681502
171,75100.89249662132
2401,442359.1442924388
805,213998.8917871284
2259,266287.76187331014
1748,185039.43166266812
1361,144169.24722594026
1677,104840.87165779667
1406,159219.83633864328
2322,270455.451034521
688,149759.5331215212
143,140402.6856278023
804,196972.89565239177
1214,177658.99710288236
2828,143418.8104028993
1999,189962.90548510387
2467,211041.6091269066
2665,160416.67230064757
1538,340773.012704561
398,115790.73834532552
2822,155654.87314748697
2157,137850.87747246827
1856,201834.80703751298
1269,98002.844428996
2570,105621.52912190236
2320,234590.66963779842
1517,133490.41919506746
2304,120507.48152937669
1312,82568.4941031586
2012,131867.2602997408
506,259258.26749721647
2865,228531.43819601933
2367,92692.37395879962
554,59235.49047463594
238,140488.14466305808
1954,104046.15999537324
2488,131894.65956155478
2291,65608.44147197397
1969,120789.69858817922
2725,176415.32051960521
1482,136780.9729837581
2763,205539.06952527486
503,267276.5932043504
1584,246485.01548542385
1531,142233.752605473
2210,187371.31354588995
459,328756.6182961143
556,123736.96957694132
1347,138853.73654974817
1290,58982.440923008035
1388,94651.40754066317
